1ec1	-10.09232
1ec2	-10.34117
1ec3	-8.91746
1bzy	-10.53473
1e4h	-5.89705
1elr	-5.60102
1ejn	-8.28503
1elc	-2.96629
1ecv	-7.40981
1elb	-4.81350
1ela	-7.04497
1eld	-2.62815
1ele	-6.94297
1efy	-8.08041
1e2k	-7.73957
1bq4	-5.14468
1e2l	-7.55862
1erb	-8.67185
1ex8	-11.37825
1enu	-8.11748
1f0u	-8.40210
1epo	-9.36769
1f0t	-7.21444
1ezq	-9.53995
1f0r	-8.56922
1f0s	-8.06844
1eoc	-4.47616
1ez9	-6.46999
1f3e	-7.82922
1f5l	-6.58631
1f57	-2.32803
1f5k	-5.19414
1fao	-6.63328
1f4x	-5.91707
1f4e	-6.47615
1f4f	-6.93735
1fch	-7.08537
1f4g	-8.12428
1bxr	-9.16652
1fcx	-15.48004
1fcy	-15.39660
1fcz	-14.13197
1fd0	-15.78146
1duv	-9.06119
1fh8	-7.61936
1fkb	-11.21667
1fh7	-7.05837
1fh9	-8.35891
1fiv	-9.52870
1fkf	-11.46575
1fjs	-7.79139
1fhd	-7.86900
1fkh	-7.09744
1fkg	-7.22518
1fki	-11.21680
1egh	-5.06338
1e6q	-7.24165
1drv	-7.53319
1fpc	-7.52544
1fkw	-7.33910
1fkn	-7.35279
1ew8	2.63465
1ew9	1.70781
1ft7	-2.17508
1e6s	-6.72112
1fl3	-8.18225
1fq5	-12.49115
1fv0	-7.82940
1flr	-12.64588
1ftm	-8.08652
1fzq	-9.00852
1g2k	-11.88489
1fm9	-10.73097
1g1d	-5.21711
1g35	-10.82307
1g2l	-8.92831
1fzj	-9.16082
1fzk	-9.87109
1g30	-7.59019
1fzm	-9.55288
1g32	-8.46285
1g36	-8.30514
1fzo	-9.95661
1g3d	-6.07763
1fo0	-11.23081
1g3e	-5.62802
1g74	-3.90574
1g45	-4.69372
1g46	-4.99933
1g48	-4.80465
1g4o	-4.57495
1g52	-5.73999
1g53	-4.81925
1g54	-6.01479
1g7f	-6.72606
1g7g	-5.35669
1g7v	-2.71869
1g7q	-7.31182
1g85	-3.50261
1ghz	-7.61303
1gfy	-6.47389
1ghv	-7.18482
1ghw	-6.33812
1gi1	-6.76907
1ghy	-6.92694
1cet	-4.50989
1gi4	-7.94638
1gar	-7.52037
1gaf	-7.12926
1gj6	-8.90549
1e66	-12.01787
1gai	-10.89162
1gi7	-7.38712
1gnn	-4.85197
1gno	-3.78104
1gnm	-4.94853
1gjc	-7.94223
1a69	-7.90471
1g2o	-8.96771
1gyx	-5.65572
1gyy	-5.67015
1h0a	-5.97577
1gvw	-7.39300
1gvx	-8.17872
1gwv	-6.59259
1gx8	-5.76630
1h6h	-4.83652
1h4w	-5.67863
1hbv	-7.96913
1h5v	-8.29388
1hi3	-4.21074
1gpk	-10.43348
1hi4	-3.84947
1gpn	-10.02584
1hi5	-4.96012
1h46	-5.81837
1hdq	-6.68486
1hee	-7.75093
1hfs	-11.58385
1hih	-9.37336
1hii	-9.80244
1hms	-5.16051
1hmr	-5.08156
1hmt	-5.17546
1h22	-9.71267
1h23	-9.66675
1hlk	-7.30096
1h1s	-8.43996
1hn4	-7.27845
1hos	-8.18368
1hpo	-8.83904
1hps	-9.15340
1hpv	-8.21756
1hsh	-11.36771
1hpx	-8.78451
1hvh	-7.76997
1hvi	-10.47466
1hvj	-10.06089
1hvl	-10.31848
1hvk	-11.06206
1hvr	-14.46786
1hvs	-10.09871
1hwr	-9.42764
1hxb	-10.73249
1hxw	-9.08946
1h2k	-4.42124
1hk4	-4.76549
1grp	-5.81718
1hp5	-5.92934
1hsl	-6.14512
1i37	-10.61146
1i9n	-4.11772
1ie9	-12.51920
1i9p	-4.40940
1if8	-4.17210
1if7	-5.07192
1f74	-5.62029
1iiq	-8.91405
1ikt	-6.18822
1i7z	-8.65331
1ivp	-7.25832
1izi	-8.74126
1i2s	-4.28480
1izh	-8.56943
1iy7	-6.90970
1ii5	-5.59355
1j14	-5.66047
1h2t	-9.47323
1j01	-7.34184
1j16	-5.65534
1i5r	-12.42630
1j17	-9.68328
1j4r	-6.74723
1f73	-6.19628
1iih	-5.70771
1igb	-5.53840
1jao	-6.33764
1jaq	-5.38480
1jn4	-8.24687
1jq8	-1.73775
1jvu	-5.19560
1jak	-7.95799
1jgl	-12.69945
1ado	-3.83448
1jsv	-4.56245
1j37	-4.09315
1j36	-6.19627
1hyo	-5.70790
1jet	-7.73640
1jeu	-8.36538
1jev	-9.50653
1jyq	-7.43303
1k1i	-7.76642
1k1j	-8.36086
1jqy	-5.88264
1k1l	-7.42971
1k1m	-8.60586
1k1n	-6.65426
1k1o	-6.31067
1jmf	-5.62974
1igj	-9.13985
1jys	-4.15534
1k22	-9.38943
1jmg	-5.32085
1k21	-7.70201
1k6c	-10.26878
1k6p	-10.87708
1k6t	-10.44201
1k6v	-10.79135
1kjr	-7.15576
1k4g	-6.67621
1k4h	-6.65551
1g98	-5.05677
1kav	-7.17127
1kpm	-7.10522
1kdk	-11.54662
1kug	-8.32456
1kui	-7.99070
1ksn	-9.98312
1kuk	-7.54189
1kel	-7.15810
1km3	-6.62937
1kzk	-12.09278
1kzn	-9.18787
1l83	-4.88992
1ik4	-5.63688
1kv1	-8.91588
1laf	-7.32702
1k1y	-10.39677
1lag	-6.24734
1l8g	-7.57307
1lah	-6.23194
1kv5	-3.75999
1lbf	-7.95004
1lgw	-5.46331
1jzs	-6.44530
1lee	-8.70443
1li2	-5.57515
1lf2	-8.50234
1li3	-5.45846
1lbk	-5.03403
1li6	-3.48846
1jlr	-5.45640
1lhu	-11.31697
1lkk	-6.48897
1lke	-13.30039
1lkl	-6.35712
1lnm	-13.16858
1lpg	-7.99696
1lpk	-9.65601
1lpz	-9.87934
1lst	-6.46219
1kyv	-9.55620
1loq	-7.52752
1lyb	-7.40887
1lzq	-7.30853
1m0b	-6.80131
1jcx	-6.74744
1k27	-9.77764
1m2x	-2.93426
1lyx	-3.24862
1m48	-7.00580
1m2p	-9.80117
1m2q	-9.00735
1m2r	-10.13814
1lrh	-6.71127
1mai	-5.64969
1m4h	-8.11324
1m7d	-8.59317
1m7i	-8.82045
1mes	-11.83785
1met	-11.78895
1mfa	-6.76615
1mfi	-6.56352
1mfd	-6.96296
1mh5	-7.45503
1mmq	-8.41355
1m83	-11.14244
1mmr	-7.94115
1mjj	-7.65022
1mq5	-9.47023
1mq6	-9.30094
1mrn	-9.83583
1koj	-6.80751
1mrw	-10.93216
1mrs	-8.30335
1mrx	-10.84785
1m7y	-9.09030
1mtr	-10.69453
1msn	-12.05728
1msm	-12.06484
1mu6	-8.67398
1mue	-8.63354
1n0s	-8.48556
1mu8	-9.14852
1moq	-7.93382
1n4h	-8.84107
1n4k	-5.91115
1my4	-8.32516
1n46	-11.31639
1nc3	-10.08449
1nc1	-8.08258
1ndv	-5.85241
1n3i	-8.58903
1ndw	-6.70417
1ndy	-7.45801
1ndz	-7.72031
1nfu	-8.50418
1m1b	-4.82333
1nfw	-8.78952
1nf8	-9.28148
1nfx	-9.51918
1nh0	-9.21661
1nfy	-9.66891
1nhz	-11.20060
1nhu	-6.03077
1njs	-10.27367
1nja	-7.38349
1njc	-7.30142
1nki	-3.92581
1njd	-7.60856
1nje	-6.92282
1nl9	-7.73993
1nli	-4.70515
1nm6	-13.28166
1nny	-9.51056
1no6	-7.36010
1nq7	-9.85829
1nvq	-13.54733
1nt1	-13.51414
1nvr	-12.89111
1f8c	-6.07101
1nvs	-11.16158
1n5r	-5.54779
1nw5	-8.13665
1nw7	-7.16530
1nwl	-2.53761
1o0f	-5.35785
1o0h	-6.14109
1nz7	-7.12846
1o0m	-5.38358
1o0n	-5.54092
1o2h	-8.14634
1o2j	-6.33588
1o2n	-8.78644
1o2o	-6.70458
1o2r	-8.99496
1i1e	-0.63415
1o2q	-8.49881
1o2w	-5.78777
1o2z	-7.01042
1o36	-6.70400
1o30	-7.77442
1o33	-7.64661
1o35	-6.92176
1o38	-8.24604
1o3d	-8.94864
1o3f	-8.02729
1o3i	-8.44300
1o3j	-7.25392
1o3l	-6.86125
1o1s	-5.82698
1o5a	-6.46614
1o5c	-6.33147
1o5g	-8.49211
1o5e	-8.94303
1oar	-9.46079
1o7o	-9.18764
1oau	-5.91604
1o5r	-9.01881
1np0	-5.01498
1oba	-1.93226
1ocq	-8.37995
1od8	-7.68176
1f8e	-6.25633
1o86	-7.83248
1ogx	-8.14821
1ogz	-8.33078
1oe8	-5.24948
1ohr	-10.94872
1f8b	-5.89907
1okl	-5.49598
1oif	-6.53557
1om1	-9.30632
1ony	-7.37386
1onz	-7.48029
1ork	-10.33186
1os0	-7.39364
1ogg	-9.09771
1oss	-5.00860
1owe	-7.77753
1owh	-7.62672
1oxr	-4.27502
1os5	-8.12614
1oyq	-7.04995
1oyt	-10.85039
1k9s	-9.74803
1p19	-3.79560
1d2e	-9.16648
1f8d	-6.29657
1p1n	-7.19098
1p1o	-7.61913
1p57	-6.50745
1pa9	-5.70504
1p1q	-5.00246
1pb8	-4.93725
1pb9	-5.56930
1ecq	-2.43093
1pbq	-7.94967
1pfu	-2.92938
1pme	-7.49630
1pot	-5.64777
1ppc	-8.28915
1pph	-7.78885
1ec9	-5.96206
1pdz	-3.48934
1ppk	-6.48806
1ppi	-12.29142
1ppl	-8.05921
1ppm	-8.29073
1pro	-12.49946
1pgp	-5.23751
1pxn	-8.09701
1pxo	-6.74377
1pxp	-8.17243
1pyn	-7.86724
1pz5	-5.70577
1pzi	-5.27646
1pzp	-5.46230
1phw	0.88930
1q54	-3.70568
1oz0	-8.39822
1n1m	-5.13554
1ps3	-7.74488
1q65	-6.88997
1q7a	-5.55682
1lvu	-6.75960
1q72	-7.04643
1pkx	-11.21268
1q8t	-6.61624
1q91	-9.67086
1q8u	-8.27846
1kc7	-2.13584
1q8w	-7.70321
1q5k	-6.00166
1qan	-8.83401
1ogd	-4.99090
1qb1	-5.25386
1qb6	-7.77015
1qb9	-8.07081
1qbn	-8.20283
1qbo	-8.59471
1qbr	-13.61532
1qbs	-12.55454
1qbt	-14.20097
1m0o	-7.88170
1qbu	-11.47975
1qbv	-7.78771
1qhc	-7.24639
1m0q	-7.66015
1odi	-9.27234
1qft	-4.39419
1qf0	-8.89911
1qf1	-6.87204
1qf2	-6.63057
1qji	-6.60746
1nw4	-8.93655
1ql7	-8.84039
1ols	-9.06637
1qin	-7.69799
1ql9	-9.58185
1qaw	-8.09923
1qy1	-5.14527
1qy2	-5.14185
1qbq	-5.67967
1qxk	-8.29493
1qxl	-8.50286
1qka	-9.13252
1qkb	-8.23179
1qkt	-9.74338
1r0p	-12.72283
1m0n	-7.78658
1qyg	-8.26863
1rbp	-9.04550
1r9l	-4.55467
1rd4	-8.18568
1rmz	-5.35222
1rnm	-5.12796
1rnt	-5.70899
1r5y	-7.34855
1rjk	-13.06431
1olu	-8.92408
1rpf	-4.65030
1rpj	-7.90724
1rtf	-5.94527
1ro6	-7.65032
1s19	-12.52199
1s38	-8.15028
1s39	-7.61126
1sbg	-9.01695
1sdt	-12.06367
1sb1	-8.47176
1sdu	-11.68076
1r1h	-7.81222
1rql	-4.17622
1sdv	-11.57503
1sgu	-10.41412
1sh9	-7.36145
1siv	-8.94923
1r1j	-2.88170
1sln	-6.75219
1qk3	-8.40579
1sl3	-10.38197
1sqa	-7.96068
1qk4	-9.04589
1sqo	-7.83166
1sqt	-7.66438
1sv3	-4.00090
1sld	-8.83605
1sw2	-4.82798
1q84	-13.64793
1srg	-6.25756
1stc	-12.85528
1sr7	-12.75803
1swg	-6.14483
1t31	-10.01959
1str	-6.33627
1swr	-6.87856
1szd	-10.06374
1t32	-10.74343
1rr6	-8.65474
1pr5	-7.09307
1t4v	-7.42069
1t7j	-8.23229
1td7	-6.36234
1t7d	-7.49501
1olx	-8.82104
1tcx	-9.08742
1syh	-9.33747
1ta6	-9.45362
1syi	-8.99811
1tng	-4.18312
1tnh	-4.88378
1tni	-2.90236
1tlp	-5.57229
1tmn	-6.61799
1tom	-8.68565
1s5z	-6.21508
1s89	-5.44153
1tx7	-5.52935
1trd	-4.28383
1n51	-8.78718
1ttm	-5.22959
1u1b	-7.38189
1tq4	-9.22817
1txr	-6.63621
1u71	-8.51604
1tpw	-5.92999
1uj5	-5.54129
1ui0	-5.24421
1uho	-8.03126
1uml	-9.48635
1u33	-8.62772
1ua4	-7.99822
1tsy	-7.48245
1u1w	-8.04036
1usn	-6.24076
1utj	-4.61106
1ugx	-6.13184
1utl	-3.99962
1utm	-3.90749
1m5w	-3.31161
1pvn	-9.25709
1utn	-4.54033
1uto	-4.29303
1uwf	-6.30955
1uvt	-8.40074
1t5f	-4.58569
1usi	-7.13445
1uz1	-6.85914
1v0k	-7.04687
1uz4	-6.50848
1uz8	-8.69647
1uou	-6.94675
1v0l	-7.57427
1v2j	-5.42167
1v2k	-10.50618
1ucn	-7.17715
1v2l	-5.47015
1v2n	-8.84438
1v2o	-5.24042
1v2r	-5.44575
1v2s	-5.67717
1v2t	-5.55342
1v2u	-5.55290
1u0g	-5.40084
1v2w	-5.39696
1upf	-4.00717
1ur9	-10.76880
1vyf	-4.94293
1vyg	-6.32578
1v7a	-7.45621
1odj	-8.76807
1w0z	-6.98642
1w11	-6.83581
1w13	-7.95406
1vzq	-11.31075
1vso	-5.82097
1w4o	-5.02592
1w4p	-4.86594
1w3k	-8.10827
1w3l	-9.19236
1w4q	-4.29559
1w5v	-13.03334
1v48	-7.56200
1w5w	-13.20806
1w3j	-6.28392
1w5x	-13.38222
1w5y	-12.40453
1uw6	-5.66734
1uv6	-2.82155
1w7g	-6.86951
1wdn	-6.68329
1w9u	-8.81385
1wc1	-7.49437
1w9v	-7.12655
1wm1	-5.34329
1ws1	-6.95883
1w96	-12.20996
1vfn	-4.62380
1wcq	-7.52924
1thz	-7.06445
1wn6	-9.87181
1x8d	-5.26645
1x1z	-9.58060
1wvj	-9.05627
1ws4	-5.53465
1xap	-14.40539
1x38	-8.47162
1wht	-5.28664
1xbo	-9.69006
1x8r	-9.00192
1x8t	-8.28779
1q1g	-8.51962
1x39	-7.68804
1xh4	-12.46868
1xgi	-5.70444
1xh5	-12.52187
1xh9	-12.70534
1xff	-6.19299
1xd0	-11.33025
1xjd	-12.76264
1xk9	-4.31815
1xk5	-5.46091
1x8j	-8.91102
1xow	-11.69221
1xka	-7.64063
1xkk	-9.54246
1xpz	-6.15410
1xq0	-5.60534
1xhy	-7.55977
1xug	-7.43929
1xt8	-4.50576
1xws	-9.68406
1xr9	-11.06731
1y1z	-5.91109
1y20	-4.70968
1y3v	-9.91008
1y3x	-9.36245
1y0l	-7.38033
1yc1	-9.88240
1yc4	-8.27426
1yda	-5.42705
1ydb	-5.62013
1y3n	-9.16719
1y3p	-10.02948
1ydd	-3.19616
1y6q	-9.28548
1y6r	-9.66631
1ydr	-7.56148
1yet	-10.20673
1yp9	-8.40657
1yds	-7.44444
1ydk	-5.45890
1ydt	-8.34389
1yei	-8.55905
1yej	-7.70302
1ype	-11.15868
1tjp	-8.06948
1ypj	-10.70324
1ypg	-10.79338
1z1h	-10.20175
1yvm	-4.77099
1yqj	-12.45139
1z6s	-5.47487
1z4o	-8.01621
1z6e	-10.91401
1z71	-10.45713
1z95	-10.10188
1z9y	-6.72603
1z9g	-4.97800
1yqy	-8.83866
1zdp	-5.14551
1zfq	-5.39054
1zge	-4.99044
1zc9	-3.29360
1yq7	-4.41884
1yfz	-5.54999
1zgi	-8.84734
1zea	-4.98125
1zpa	-5.56034
1zp8	-7.27665
1zs0	-7.65971
1zvx	-7.81965
1zsf	-7.84575
1zhy	-10.01823
2a14	-10.14719
2a5s	-5.97480
1tkb	-8.21125
2aac	-7.34803
1v1m	-8.98733
2afw	-3.64009
2a5c	-6.37224
2a5b	-6.07891
2a8g	-2.54192
2afx	-4.42821
1zog	-5.55481
1zoe	-6.49944
1zoh	-6.69101
2aod	-8.16919
2aoc	-8.17799
2aoe	-7.57646
2aog	-8.22408
2am4	-10.13834
2ans	-6.85699
2aqu	-9.79358
2arm	-2.60882
2a4m	-1.06324
2avm	-8.12664
2avo	-11.36233
2avq	-7.97752
2amt	-8.58430
2avs	-11.65787
2al5	-8.76097
2ax9	-6.91884
2ayr	-11.09697
2azr	-6.56182
2b07	-7.81369
2b4l	-4.94824
1usk	-5.58654
2baj	-11.40101
2bfq	-11.16308
2bak	-10.36506
2bes	-6.61359
2bfr	-8.70237
2bet	-5.50924
2bal	-8.75702
2b9a	-4.65310
2b7d	-8.84847
2bpy	-11.00042
2bmk	-4.91679
2bpv	-9.47134
2boh	-7.39741
2bok	-8.73062
2bq7	-7.22091
2bqv	-10.29137
2br1	-7.65910
2brb	-7.70226
2bt9	-6.37865
2brm	-7.26646
2boj	-5.43411
2bvd	-7.97282
2bvr	-5.23894
2bvs	-4.07345
2bza	-4.46902
2buv	-4.31576
2bz6	-7.86846
1kmy	-5.89438
2c3i	-8.48067
2c3l	-5.10964
2c1p	-8.56116
2c80	-5.86071
1v11	-8.76130
2ca8	-4.04789
2cbz	-6.57413
2cbu	-7.97120
1lgt	-7.19368
2cbv	-7.27714
2cbj	-7.46320
1v16	-9.06408
2c92	-9.08159
2cej	-11.88722
2cen	-11.93823
2ccb	-5.61211
2c94	-9.73961
2c97	-6.44842
2cf8	-11.21023
2cex	-6.49038
2cf9	-10.68899
2ceq	-6.90220
2ces	-7.51998
2cet	-8.58705
2cer	-9.23286
2cgf	-8.90129
2ce9	-6.27687
2cc7	-6.88668
2ccc	-7.40366
2cgr	-8.31924
2cn0	-11.76811
2d0k	-6.72394
2ctc	-5.82636
2d1n	-6.63029
2d1o	-6.63737
2dri	-7.63920
2drc	-7.67847
2csn	-5.38881
2doo	-5.64578
1rp7	-9.79962
2d3u	-8.05782
2e27	-8.72734
2d3z	-8.25840
2e1w	-8.21686
2bys	-10.57027
2e9u	-10.28364
2e2r	-9.47725
2e2p	-7.58385
2e7f	-7.13895
2byr	-9.42637
2euk	-7.27421
2e91	-4.79073
2e92	-5.79272
2evl	-6.62003
2dw7	-3.83862
2erz	-7.23932
2e94	-8.65721
2ewa	-10.49519
2ez7	-1.44036
2f1g	-4.40041
2exm	-5.11167
2f34	-7.42370
2f35	-7.22647
2f6t	-8.85217
2f80	-8.69693
2ews	-9.29599
2b1g	-9.39349
2f81	-7.76509
2f7i	-5.70950
2f8g	-8.60675
2fgu	-10.68177
2fgv	-11.09434
2fdp	-10.39717
2fle	-10.60597
2b1i	-8.78782
2fmb	-9.11020
2f94	-5.74735
2flr	-9.56688
2fqo	-5.79778
2fqt	-5.66826
2f9k	-5.06899
2fu8	-2.57078
2fqw	-9.15162
2fqy	-9.07039
2fqx	-9.87311
2fvd	-8.70274
2fx6	-5.41166
2fxs	-5.80801
2fxu	-8.20404
2fxv	-9.13974
2g5u	-7.74027
2f7p	-6.04144
2g94	-8.87996
2f7o	-5.64177
1ssq	-2.93074
2gj5	-6.01028
2gkl	-4.45503
2gh9	-10.44123
2gss	-4.87474
2gst	-8.39079
2gv6	-6.80693
2gsu	-5.25579
2fpz	-4.83968
2gv7	-8.36105
2gvv	-6.20134
2cli	-7.86264
2glp	-7.51581
2h15	-6.03725
2gzl	-11.10366
2gz2	-6.74991
2h21	-7.96111
2h4g	-6.61925
2gl0	-6.87183
1d09	-8.37683
2h4n	-5.38884
2h4k	-6.37832
2clh	-8.57195
2h6t	-6.95479
2cle	-6.41466
2clk	-5.26009
2gvj	-10.21556
2hah	-7.00955
2hb3	-9.81681
2hhn	-6.10213
2hb1	-5.56685
2aj8	-7.61814
2hl4	-6.09864
2haw	-5.08852
2hkf	-7.40772
2fw6	-5.62254
2epn	-6.68340
2hnx	-5.14727
1v1j	-8.90751
2hnc	-4.36220
2hu6	-9.19509
2hs1	-8.97145
2hoc	-6.01421
2cht	-7.58102
2hxm	-7.64159
2i0a	-8.89228
2i3h	-7.02463
2i3i	-8.11360
2i4d	-8.54658
2i4u	-8.71831
2hzl	-3.51637
2i4v	-8.76322
2hjb	-5.21717
2i4w	-7.83402
2ha2	-4.15658
2i4j	-5.23707
2i4x	-8.03201
2i19	-4.30243
2ha3	-3.02191
2idw	-9.03135
2i6b	-6.51664
2ihq	-9.09159
2ihj	-10.64934
2i4z	-5.22717
2iwx	-9.14082
2hzy	-6.64302
2iuz	-7.14147
2j2u	-8.11481
2j34	-8.25131
2isw	-4.90549
2izl	-7.56911
2i80	-7.18090
2ha6	-4.74477
2j27	-3.74632
2j4i	-8.00249
2hmu	-7.87537
2j47	-9.50380
2i2c	-9.55432
2j75	-7.68268
2j77	-6.25076
2j4g	-7.86483
2j7b	-6.18231
2j78	-7.75592
2j79	-7.96104
2j7d	-8.27408
2j94	-8.06062
2j7e	-7.99992
2j95	-7.92951
2hmv	-7.69013
2j7f	-7.29251
2j7g	-7.97789
2j7h	-6.20554
2jdm	-6.22922
2jds	-9.91898
2jdp	-5.97517
2jew	-5.59792
2jdu	-6.63524
2jh0	-7.65606
2jh5	-7.48084
2jh6	-7.63695
1wur	-9.68428
2jgs	-6.83657
2jf4	-12.66999
2jg0	-12.01757
2jfz	-9.93975
2jkh	-8.32663
2jxr	-8.89415
2nmx	-5.49743
2nmz	-9.67291
2nnd	-5.32893
2nn1	-5.38270
2nn7	-5.39051
2jiw	-8.80804
2nta	-8.31047
2o4j	-13.47450
2nt7	-8.33037
2o4k	-10.25530
2o0u	-10.73537
2o4n	-10.74305
2o4l	-10.42712
2o4r	-13.16062
1uwt	-7.94480
1uwu	-7.71915
2jkp	-6.77118
2o4z	-2.42012
2o8h	-7.66451
2oax	-12.73002
2oi0	-5.68968
2oiq	-11.62001
2ojg	-7.97185
2ojj	-8.91532
2ogy	-6.79387
2oi2	-4.49538
2oc2	-9.81772
2jjb	-11.28185
2olb	-8.75391
2ovv	-8.47371
2ovy	-7.63812
2oxd	-5.11560
2oxn	-5.06510
2p09	-6.34657
2oxx	-5.93715
2oxy	-5.77352
2p3a	-8.74132
2oym	-7.37548
2p16	-10.06044
2bo4	-3.42217
2p3i	-4.92624
2p3b	-7.80527
2p3c	-8.45138
2p15	-14.43664
2j62	-11.26037
2p2a	-10.34711
2on6	-5.60393
2p7a	-5.38237
2p4j	-10.28249
2p7g	-9.16379
2p7z	-8.40424
1wuq	-11.28049
2p95	-9.73133
2p4y	-10.83614
2pk5	-12.32971
2pk6	-11.42967
2pcp	-8.78218
2pbw	-8.17179
2pov	-7.36857
2pou	-7.27479
2pow	-6.79001
2pog	-10.08914
2pql	-7.57603
2p53	-7.88328
2pqz	-9.92438
2pq9	-10.99045
2psu	-8.33529
2psv	-7.98501
2pqb	-10.57458
2p4s	-8.75213
2pv1	-5.88296
2pqc	-8.90984
2pu2	-7.18754
2pvh	-8.33683
2pvj	-8.74573
2pvk	-9.05167
2pvl	-8.80382
2pvm	-8.00807
2pwc	-10.19992
2pvu	-6.37490
2pwr	-11.28570
2pym	-10.37016
2pyn	-10.84466
2py4	-11.21143
2q2a	-7.08312
2q1q	-5.99471
2pwd	-4.76902
2pwg	-5.71162
2q54	-9.36675
2q55	-10.32405
2q38	-5.17974
2q5k	-10.55011
2q63	-10.52996
2q64	-10.70434
2q88	-7.48039
2pu1	-5.83826
2pyy	-5.57741
2q89	-8.05344
2qbq	-8.01072
2ptz	-5.15662
2qbp	-8.60863
2q6f	-5.02752
2qbw	-9.69500
2qbr	-7.46440
2qbs	-8.14350
2pgz	-7.89727
2qci	-9.48869
2qd6	-8.79103
2qbu	-9.79520
2qd7	-9.54296
2qd8	-8.45842
2q8z	-9.06055
2qg2	-8.24759
2qhy	-9.67957
2qhz	-9.91770
2q8h	-1.74135
2qi0	-9.24708
2qe4	-9.58265
2qg0	-7.79414
2qi1	-9.92552
2qi3	-8.02504
2qdt	-2.35598
2qi4	-9.65000
2qi6	-9.61010
2qi5	-8.75302
2q7q	-5.78848
2qi7	-7.02792
2qm9	-7.07240
2qnn	-11.35521
2qnp	-10.58461
1lcp	-3.33721
2qnq	-8.88496
2qpq	-4.43603
2qmg	-12.03690
2qrk	-6.54639
2qpu	-4.92057
2qrl	-3.29471
2qtn	-5.86112
2mas	-9.21948
2qu6	-10.54439
